Noblesse Lifestyle Group e-commerce product list ,,, ,   ,,, ,,,,,Details,,,*Separate tab,,
Brand,Product,Type,Thread Count,Size (cm),Price (HKD),Weight (g),Description 1,Description 2,Description 3,,,Cover,Fabric,Filling,Washing instructions,Warmth,Origin
Vispring,mattress protector ,,,150x200,"2,800",,"Using a mattress protector will extend the life of your
mattress, preserving its exquisite finish for many years to
come. Fashioned from softly quilted cotton percale with
a pure new wool filling, our elegant model is available
in all sizes.","Vispring recommends the use of
a mattress protector to keep your
mattress in beautiful condition.
The quilted mattress protector is
made from softly quilted cotton
percale with a pure new wool
filling. Available in all standard
sizes, and made to order for
non-standard sizes.",,,,"softly quilted cotton
percale",,pure new wool,,,UK
Vispring,mattress protector ,,,180x200,"3,300",,"Using a mattress protector will extend the life of your
mattress, preserving its exquisite finish for many years to
come. Fashioned from softly quilted cotton percale with
a pure new wool filling, our elegant model is available
in all sizes.","Vispring recommends the use of
a mattress protector to keep your
mattress in beautiful condition.
The quilted mattress protector is
made from softly quilted cotton
percale with a pure new wool
filling. Available in all standard
sizes, and made to order for
non-standard sizes.",,,,"softly quilted cotton
percale",,pure new wool,,,UK
Vispring,mattress protector ,,,200x200,"3,600",,"Using a mattress protector will extend the life of your
mattress, preserving its exquisite finish for many years to
come. Fashioned from softly quilted cotton percale with
a pure new wool filling, our elegant model is available
in all sizes.","Vispring recommends the use of
a mattress protector to keep your
mattress in beautiful condition.
The quilted mattress protector is
made from softly quilted cotton
percale with a pure new wool
filling. Available in all standard
sizes, and made to order for
non-standard sizes.",,,,"softly quilted cotton
percale",,pure new wool,,,UK
,,,,,,,,,,,,,,,,,
Brand,Product,Type,Thread Count,Size (cm),Price (HKD),Weight (g),Description 1,Description 2,Description 3,,,Cover,Fabric,Filling,Washing instructions,Warmth,Origin
Noblesse Collection,duvet cover,Cording,300,155x220/155x240,"2,500",,Plain fabric Cotton Satin ,"Every item has been gutted by hand following the thread so it will be always straight after washing, and have a shrinkage margin so after washing will have the correct size.","These fabrics are top end lever quality, all the finishings and stitches are 100% made here in Italy, after 30 years of developments and improvements for the best quality. We are artisans so we check every item before packing. ",,,,"100% Egyptian cotton, satin or percale, weaved, dyed and finished 100% in Italy",,"Easily can wash light colors 40 - 60 degrees, and no problem for dryer, please remember that cotton is a natural fiber so if you dry it in the dryer don’t use too much heat.",,Italy
Noblesse Collection,duvet cover,Cording,300,200x200/200x220,"3,400",,Plain fabric Cotton Satin ,"Every item has been gutted by hand following the thread so it will be always straight after washing, and have a shrinkage margin so after washing will have the correct size.","These fabrics are top end lever quality, all the finishings and stitches are 100% made here in Italy, after 30 years of developments and improvements for the best quality. We are artisans so we check every item before packing. ",,,,"100% Egyptian cotton, satin or percale, weaved, dyed and finished 100% in Italy",,"Easily can wash light colors 40 - 60 degrees, and no problem for dryer, please remember that cotton is a natural fiber so if you dry it in the dryer don’t use too much heat.",,Italy
Noblesse Collection,duvet cover,Cording,300,240x220,"4,300",,Plain fabric Cotton Satin ,"Every item has been gutted by hand following the thread so it will be always straight after washing, and have a shrinkage margin so after washing will have the correct size.","These fabrics are top end lever quality, all the finishings and stitches are 100% made here in Italy, after 30 years of developments and improvements for the best quality. We are artisans so we check every item before packing. ",,,,"100% Egyptian cotton, satin or percale, weaved, dyed and finished 100% in Italy",,"Easily can wash light colors 40 - 60 degrees, and no problem for dryer, please remember that cotton is a natural fiber so if you dry it in the dryer don’t use too much heat.",,Italy
Noblesse Collection,duvet cover,Cording,300,260x220/260x240,"4,900",,Plain fabric Cotton Satin ,"Every item has been gutted by hand following the thread so it will be always straight after washing, and have a shrinkage margin so after washing will have the correct size.","These fabrics are top end lever quality, all the finishings and stitches are 100% made here in Italy, after 30 years of developments and improvements for the best quality. We are artisans so we check every item before packing. ",,,,"100% Egyptian cotton, satin or percale, weaved, dyed and finished 100% in Italy",,"Easily can wash light colors 40 - 60 degrees, and no problem for dryer, please remember that cotton is a natural fiber so if you dry it in the dryer don’t use too much heat.",,Italy
Noblesse Collection,duvet cover,Cording,300,290x240,"5,800",,Plain fabric Cotton Satin ,"Every item has been gutted by hand following the thread so it will be always straight after washing, and have a shrinkage margin so after washing will have the correct size.","These fabrics are top end lever quality, all the finishings and stitches are 100% made here in Italy, after 30 years of developments and improvements for the best quality. We are artisans so we check every item before packing. ",,,,"100% Egyptian cotton, satin or percale, weaved, dyed and finished 100% in Italy",,"Easily can wash light colors 40 - 60 degrees, and no problem for dryer, please remember that cotton is a natural fiber so if you dry it in the dryer don’t use too much heat.",,Italy
Noblesse Collection,fitted sheet,Cording,300,90x200x38,"2,000",,Plain fabric Cotton Satin ,"Every item has been gutted by hand following the thread so it will be always straight after washing, and have a shrinkage margin so after washing will have the correct size.","These fabrics are top end lever quality, all the finishings and stitches are 100% made here in Italy, after 30 years of developments and improvements for the best quality. We are artisans so we check every item before packing. ",,,,"100% Egyptian cotton, satin or percale, weaved, dyed and finished 100% in Italy",,"Easily can wash light colors 40 - 60 degrees, and no problem for dryer, please remember that cotton is a natural fiber so if you dry it in the dryer don’t use too much heat.",,Italy
Noblesse Collection,fitted sheet,Cording,300,120x200x38,"2,000",,Plain fabric Cotton Satin ,"Every item has been gutted by hand following the thread so it will be always straight after washing, and have a shrinkage margin so after washing will have the correct size.","These fabrics are top end lever quality, all the finishings and stitches are 100% made here in Italy, after 30 years of developments and improvements for the best quality. We are artisans so we check every item before packing. ",,,,"100% Egyptian cotton, satin or percale, weaved, dyed and finished 100% in Italy",,"Easily can wash light colors 40 - 60 degrees, and no problem for dryer, please remember that cotton is a natural fiber so if you dry it in the dryer don’t use too much heat.",,Italy
Noblesse Collection,fitted sheet,Cording,300,150x200x38,"2,200",,Plain fabric Cotton Satin ,"Every item has been gutted by hand following the thread so it will be always straight after washing, and have a shrinkage margin so after washing will have the correct size.","These fabrics are top end lever quality, all the finishings and stitches are 100% made here in Italy, after 30 years of developments and improvements for the best quality. We are artisans so we check every item before packing. ",,,,"100% Egyptian cotton, satin or percale, weaved, dyed and finished 100% in Italy",,"Easily can wash light colors 40 - 60 degrees, and no problem for dryer, please remember that cotton is a natural fiber so if you dry it in the dryer don’t use too much heat.",,Italy
Noblesse Collection,fitted sheet,Cording,300,180x200x38,"2,400",,Plain fabric Cotton Satin ,"Every item has been gutted by hand following the thread so it will be always straight after washing, and have a shrinkage margin so after washing will have the correct size.","These fabrics are top end lever quality, all the finishings and stitches are 100% made here in Italy, after 30 years of developments and improvements for the best quality. We are artisans so we check every item before packing. ",,,,"100% Egyptian cotton, satin or percale, weaved, dyed and finished 100% in Italy",,"Easily can wash light colors 40 - 60 degrees, and no problem for dryer, please remember that cotton is a natural fiber so if you dry it in the dryer don’t use too much heat.",,Italy
Noblesse Collection,fitted sheet,Cording,300,200x200x38,"2,600",,Plain fabric Cotton Satin ,"Every item has been gutted by hand following the thread so it will be always straight after washing, and have a shrinkage margin so after washing will have the correct size.","These fabrics are top end lever quality, all the finishings and stitches are 100% made here in Italy, after 30 years of developments and improvements for the best quality. We are artisans so we check every item before packing. ",,,,"100% Egyptian cotton, satin or percale, weaved, dyed and finished 100% in Italy",,"Easily can wash light colors 40 - 60 degrees, and no problem for dryer, please remember that cotton is a natural fiber so if you dry it in the dryer don’t use too much heat.",,Italy
Noblesse Collection,flat sheet,Cording,300,180x300,"1,900",,Plain fabric Cotton Satin ,"Every item has been gutted by hand following the thread so it will be always straight after washing, and have a shrinkage margin so after washing will have the correct size.","These fabrics are top end lever quality, all the finishings and stitches are 100% made here in Italy, after 30 years of developments and improvements for the best quality. We are artisans so we check every item before packing. ",,,,"100% Egyptian cotton, satin or percale, weaved, dyed and finished 100% in Italy",,"Easily can wash light colors 40 - 60 degrees, and no problem for dryer, please remember that cotton is a natural fiber so if you dry it in the dryer don’t use too much heat.",,Italy
Noblesse Collection,flat sheet,Cording,300,180x310,"2,100",,Plain fabric Cotton Satin ,"Every item has been gutted by hand following the thread so it will be always straight after washing, and have a shrinkage margin so after washing will have the correct size.","These fabrics are top end lever quality, all the finishings and stitches are 100% made here in Italy, after 30 years of developments and improvements for the best quality. We are artisans so we check every item before packing. ",,,,"100% Egyptian cotton, satin or percale, weaved, dyed and finished 100% in Italy",,"Easily can wash light colors 40 - 60 degrees, and no problem for dryer, please remember that cotton is a natural fiber so if you dry it in the dryer don’t use too much heat.",,Italy
Noblesse Collection,flat sheet,Cording,300,240x300,"2,300",,Plain fabric Cotton Satin ,"Every item has been gutted by hand following the thread so it will be always straight after washing, and have a shrinkage margin so after washing will have the correct size.","These fabrics are top end lever quality, all the finishings and stitches are 100% made here in Italy, after 30 years of developments and improvements for the best quality. We are artisans so we check every item before packing. ",,,,"100% Egyptian cotton, satin or percale, weaved, dyed and finished 100% in Italy",,"Easily can wash light colors 40 - 60 degrees, and no problem for dryer, please remember that cotton is a natural fiber so if you dry it in the dryer don’t use too much heat.",,Italy
Noblesse Collection,flat sheet,Cording,300,240x310,"2,600",,Plain fabric Cotton Satin ,"Every item has been gutted by hand following the thread so it will be always straight after washing, and have a shrinkage margin so after washing will have the correct size.","These fabrics are top end lever quality, all the finishings and stitches are 100% made here in Italy, after 30 years of developments and improvements for the best quality. We are artisans so we check every item before packing. ",,,,"100% Egyptian cotton, satin or percale, weaved, dyed and finished 100% in Italy",,"Easily can wash light colors 40 - 60 degrees, and no problem for dryer, please remember that cotton is a natural fiber so if you dry it in the dryer don’t use too much heat.",,Italy
Noblesse Collection,flat sheet,Cording,300,270x300,"2,800",,Plain fabric Cotton Satin ,"Every item has been gutted by hand following the thread so it will be always straight after washing, and have a shrinkage margin so after washing will have the correct size.","These fabrics are top end lever quality, all the finishings and stitches are 100% made here in Italy, after 30 years of developments and improvements for the best quality. We are artisans so we check every item before packing. ",,,,"100% Egyptian cotton, satin or percale, weaved, dyed and finished 100% in Italy",,"Easily can wash light colors 40 - 60 degrees, and no problem for dryer, please remember that cotton is a natural fiber so if you dry it in the dryer don’t use too much heat.",,Italy
Noblesse Collection,flat sheet,Cording,300,270x310,"3,100",,Plain fabric Cotton Satin ,"Every item has been gutted by hand following the thread so it will be always straight after washing, and have a shrinkage margin so after washing will have the correct size.","These fabrics are top end lever quality, all the finishings and stitches are 100% made here in Italy, after 30 years of developments and improvements for the best quality. We are artisans so we check every item before packing. ",,,,"100% Egyptian cotton, satin or percale, weaved, dyed and finished 100% in Italy",,"Easily can wash light colors 40 - 60 degrees, and no problem for dryer, please remember that cotton is a natural fiber so if you dry it in the dryer don’t use too much heat.",,Italy
Noblesse Collection,flat sheet,Cording,300,300x310,"4,200",,Plain fabric Cotton Satin ,"Every item has been gutted by hand following the thread so it will be always straight after washing, and have a shrinkage margin so after washing will have the correct size.","These fabrics are top end lever quality, all the finishings and stitches are 100% made here in Italy, after 30 years of developments and improvements for the best quality. We are artisans so we check every item before packing. ",,,,"100% Egyptian cotton, satin or percale, weaved, dyed and finished 100% in Italy",,"Easily can wash light colors 40 - 60 degrees, and no problem for dryer, please remember that cotton is a natural fiber so if you dry it in the dryer don’t use too much heat.",,Italy
Noblesse Collection,flat sheet,Cording,300,330x310,"4,600",,Plain fabric Cotton Satin ,"Every item has been gutted by hand following the thread so it will be always straight after washing, and have a shrinkage margin so after washing will have the correct size.","These fabrics are top end lever quality, all the finishings and stitches are 100% made here in Italy, after 30 years of developments and improvements for the best quality. We are artisans so we check every item before packing. ",,,,"100% Egyptian cotton, satin or percale, weaved, dyed and finished 100% in Italy",,"Easily can wash light colors 40 - 60 degrees, and no problem for dryer, please remember that cotton is a natural fiber so if you dry it in the dryer don’t use too much heat.",,Italy
Noblesse Collection,pillow case,Cording,300,30x40,900,,Plain fabric Cotton Satin ,"Every item has been gutted by hand following the thread so it will be always straight after washing, and have a shrinkage margin so after washing will have the correct size.","These fabrics are top end lever quality, all the finishings and stitches are 100% made here in Italy, after 30 years of developments and improvements for the best quality. We are artisans so we check every item before packing. ",,,,"100% Egyptian cotton, satin or percale, weaved, dyed and finished 100% in Italy",,"Easily can wash light colors 40 - 60 degrees, and no problem for dryer, please remember that cotton is a natural fiber so if you dry it in the dryer don’t use too much heat.",,Italy
Noblesse Collection,pillow case,Cording,300,50x70,"1,000",,Plain fabric Cotton Satin ,"Every item has been gutted by hand following the thread so it will be always straight after washing, and have a shrinkage margin so after washing will have the correct size.","These fabrics are top end lever quality, all the finishings and stitches are 100% made here in Italy, after 30 years of developments and improvements for the best quality. We are artisans so we check every item before packing. ",,,,"100% Egyptian cotton, satin or percale, weaved, dyed and finished 100% in Italy",,"Easily can wash light colors 40 - 60 degrees, and no problem for dryer, please remember that cotton is a natural fiber so if you dry it in the dryer don’t use too much heat.",,Italy
Noblesse Collection,pillow case,Cording,300,50x85,"1,100",,Plain fabric Cotton Satin ,"Every item has been gutted by hand following the thread so it will be always straight after washing, and have a shrinkage margin so after washing will have the correct size.","These fabrics are top end lever quality, all the finishings and stitches are 100% made here in Italy, after 30 years of developments and improvements for the best quality. We are artisans so we check every item before packing. ",,,,"100% Egyptian cotton, satin or percale, weaved, dyed and finished 100% in Italy",,"Easily can wash light colors 40 - 60 degrees, and no problem for dryer, please remember that cotton is a natural fiber so if you dry it in the dryer don’t use too much heat.",,Italy
Noblesse Collection,pillow case,Cording,300,65x65,"1,100",,Plain fabric Cotton Satin ,"Every item has been gutted by hand following the thread so it will be always straight after washing, and have a shrinkage margin so after washing will have the correct size.","These fabrics are top end lever quality, all the finishings and stitches are 100% made here in Italy, after 30 years of developments and improvements for the best quality. We are artisans so we check every item before packing. ",,,,"100% Egyptian cotton, satin or percale, weaved, dyed and finished 100% in Italy",,"Easily can wash light colors 40 - 60 degrees, and no problem for dryer, please remember that cotton is a natural fiber so if you dry it in the dryer don’t use too much heat.",,Italy
Noblesse Collection,duvet cover,Cording,600,155x220/155x240,"4,800",,Plain fabric Cotton Satin ,"Every item has been gutted by hand following the thread so it will be always straight after washing, and have a shrinkage margin so after washing will have the correct size.","These fabrics are top end lever quality, all the finishings and stitches are 100% made here in Italy, after 30 years of developments and improvements for the best quality. We are artisans so we check every item before packing. ",,,,"100% Egyptian cotton, satin or percale, weaved, dyed and finished 100% in Italy",,"Easily can wash light colors 40 - 60 degrees, and no problem for dryer, please remember that cotton is a natural fiber so if you dry it in the dryer don’t use too much heat.",,Italy
Noblesse Collection,duvet cover,Cording,600,200x200/200x220,"4,900",,Plain fabric Cotton Satin ,"Every item has been gutted by hand following the thread so it will be always straight after washing, and have a shrinkage margin so after washing will have the correct size.","These fabrics are top end lever quality, all the finishings and stitches are 100% made here in Italy, after 30 years of developments and improvements for the best quality. We are artisans so we check every item before packing. ",,,,"100% Egyptian cotton, satin or percale, weaved, dyed and finished 100% in Italy",,"Easily can wash light colors 40 - 60 degrees, and no problem for dryer, please remember that cotton is a natural fiber so if you dry it in the dryer don’t use too much heat.",,Italy
Noblesse Collection,duvet cover,Cording,600,240x220,"5,100",,Plain fabric Cotton Satin ,"Every item has been gutted by hand following the thread so it will be always straight after washing, and have a shrinkage margin so after washing will have the correct size.","These fabrics are top end lever quality, all the finishings and stitches are 100% made here in Italy, after 30 years of developments and improvements for the best quality. We are artisans so we check every item before packing. ",,,,"100% Egyptian cotton, satin or percale, weaved, dyed and finished 100% in Italy",,"Easily can wash light colors 40 - 60 degrees, and no problem for dryer, please remember that cotton is a natural fiber so if you dry it in the dryer don’t use too much heat.",,Italy
Noblesse Collection,duvet cover,Cording,600,260x220/260x240,"5,600",,Plain fabric Cotton Satin ,"Every item has been gutted by hand following the thread so it will be always straight after washing, and have a shrinkage margin so after washing will have the correct size.","These fabrics are top end lever quality, all the finishings and stitches are 100% made here in Italy, after 30 years of developments and improvements for the best quality. We are artisans so we check every item before packing. ",,,,"100% Egyptian cotton, satin or percale, weaved, dyed and finished 100% in Italy",,"Easily can wash light colors 40 - 60 degrees, and no problem for dryer, please remember that cotton is a natural fiber so if you dry it in the dryer don’t use too much heat.",,Italy
Noblesse Collection,duvet cover,Cording,600,290x240,"6,600",,Plain fabric Cotton Satin ,"Every item has been gutted by hand following the thread so it will be always straight after washing, and have a shrinkage margin so after washing will have the correct size.","These fabrics are top end lever quality, all the finishings and stitches are 100% made here in Italy, after 30 years of developments and improvements for the best quality. We are artisans so we check every item before packing. ",,,,"100% Egyptian cotton, satin or percale, weaved, dyed and finished 100% in Italy",,"Easily can wash light colors 40 - 60 degrees, and no problem for dryer, please remember that cotton is a natural fiber so if you dry it in the dryer don’t use too much heat.",,Italy
Noblesse Collection,fitted sheet,Cording,600,90x200x38,"2,700",,Plain fabric Cotton Satin ,"Every item has been gutted by hand following the thread so it will be always straight after washing, and have a shrinkage margin so after washing will have the correct size.","These fabrics are top end lever quality, all the finishings and stitches are 100% made here in Italy, after 30 years of developments and improvements for the best quality. We are artisans so we check every item before packing. ",,,,"100% Egyptian cotton, satin or percale, weaved, dyed and finished 100% in Italy",,"Easily can wash light colors 40 - 60 degrees, and no problem for dryer, please remember that cotton is a natural fiber so if you dry it in the dryer don’t use too much heat.",,Italy
Noblesse Collection,fitted sheet,Cording,600,120x200x38,"2,700",,Plain fabric Cotton Satin ,"Every item has been gutted by hand following the thread so it will be always straight after washing, and have a shrinkage margin so after washing will have the correct size.","These fabrics are top end lever quality, all the finishings and stitches are 100% made here in Italy, after 30 years of developments and improvements for the best quality. We are artisans so we check every item before packing. ",,,,"100% Egyptian cotton, satin or percale, weaved, dyed and finished 100% in Italy",,"Easily can wash light colors 40 - 60 degrees, and no problem for dryer, please remember that cotton is a natural fiber so if you dry it in the dryer don’t use too much heat.",,Italy
Noblesse Collection,fitted sheet,Cording,600,150x200x38,"2,900",,Plain fabric Cotton Satin ,"Every item has been gutted by hand following the thread so it will be always straight after washing, and have a shrinkage margin so after washing will have the correct size.","These fabrics are top end lever quality, all the finishings and stitches are 100% made here in Italy, after 30 years of developments and improvements for the best quality. We are artisans so we check every item before packing. ",,,,"100% Egyptian cotton, satin or percale, weaved, dyed and finished 100% in Italy",,"Easily can wash light colors 40 - 60 degrees, and no problem for dryer, please remember that cotton is a natural fiber so if you dry it in the dryer don’t use too much heat.",,Italy
Noblesse Collection,fitted sheet,Cording,600,180x200x38,"3,200",,Plain fabric Cotton Satin ,"Every item has been gutted by hand following the thread so it will be always straight after washing, and have a shrinkage margin so after washing will have the correct size.","These fabrics are top end lever quality, all the finishings and stitches are 100% made here in Italy, after 30 years of developments and improvements for the best quality. We are artisans so we check every item before packing. ",,,,"100% Egyptian cotton, satin or percale, weaved, dyed and finished 100% in Italy",,"Easily can wash light colors 40 - 60 degrees, and no problem for dryer, please remember that cotton is a natural fiber so if you dry it in the dryer don’t use too much heat.",,Italy
Noblesse Collection,fitted sheet,Cording,600,200x200x38,"3,400",,Plain fabric Cotton Satin ,"Every item has been gutted by hand following the thread so it will be always straight after washing, and have a shrinkage margin so after washing will have the correct size.","These fabrics are top end lever quality, all the finishings and stitches are 100% made here in Italy, after 30 years of developments and improvements for the best quality. We are artisans so we check every item before packing. ",,,,"100% Egyptian cotton, satin or percale, weaved, dyed and finished 100% in Italy",,"Easily can wash light colors 40 - 60 degrees, and no problem for dryer, please remember that cotton is a natural fiber so if you dry it in the dryer don’t use too much heat.",,Italy
Noblesse Collection,flat sheet,Cording,600,180x300,"2,100",,Plain fabric Cotton Satin ,"Every item has been gutted by hand following the thread so it will be always straight after washing, and have a shrinkage margin so after washing will have the correct size.","These fabrics are top end lever quality, all the finishings and stitches are 100% made here in Italy, after 30 years of developments and improvements for the best quality. We are artisans so we check every item before packing. ",,,,"100% Egyptian cotton, satin or percale, weaved, dyed and finished 100% in Italy",,"Easily can wash light colors 40 - 60 degrees, and no problem for dryer, please remember that cotton is a natural fiber so if you dry it in the dryer don’t use too much heat.",,Italy
Noblesse Collection,flat sheet,Cording,600,180x310,"2,400",,Plain fabric Cotton Satin ,"Every item has been gutted by hand following the thread so it will be always straight after washing, and have a shrinkage margin so after washing will have the correct size.","These fabrics are top end lever quality, all the finishings and stitches are 100% made here in Italy, after 30 years of developments and improvements for the best quality. We are artisans so we check every item before packing. ",,,,"100% Egyptian cotton, satin or percale, weaved, dyed and finished 100% in Italy",,"Easily can wash light colors 40 - 60 degrees, and no problem for dryer, please remember that cotton is a natural fiber so if you dry it in the dryer don’t use too much heat.",,Italy
Noblesse Collection,flat sheet,Cording,600,240x300,"2,700",,Plain fabric Cotton Satin ,"Every item has been gutted by hand following the thread so it will be always straight after washing, and have a shrinkage margin so after washing will have the correct size.","These fabrics are top end lever quality, all the finishings and stitches are 100% made here in Italy, after 30 years of developments and improvements for the best quality. We are artisans so we check every item before packing. ",,,,"100% Egyptian cotton, satin or percale, weaved, dyed and finished 100% in Italy",,"Easily can wash light colors 40 - 60 degrees, and no problem for dryer, please remember that cotton is a natural fiber so if you dry it in the dryer don’t use too much heat.",,Italy
Noblesse Collection,flat sheet,Cording,600,240x310,"3,000",,Plain fabric Cotton Satin ,"Every item has been gutted by hand following the thread so it will be always straight after washing, and have a shrinkage margin so after washing will have the correct size.","These fabrics are top end lever quality, all the finishings and stitches are 100% made here in Italy, after 30 years of developments and improvements for the best quality. We are artisans so we check every item before packing. ",,,,"100% Egyptian cotton, satin or percale, weaved, dyed and finished 100% in Italy",,"Easily can wash light colors 40 - 60 degrees, and no problem for dryer, please remember that cotton is a natural fiber so if you dry it in the dryer don’t use too much heat.",,Italy
Noblesse Collection,flat sheet,Cording,600,270x300,"3,700",,Plain fabric Cotton Satin ,"Every item has been gutted by hand following the thread so it will be always straight after washing, and have a shrinkage margin so after washing will have the correct size.","These fabrics are top end lever quality, all the finishings and stitches are 100% made here in Italy, after 30 years of developments and improvements for the best quality. We are artisans so we check every item before packing. ",,,,"100% Egyptian cotton, satin or percale, weaved, dyed and finished 100% in Italy",,"Easily can wash light colors 40 - 60 degrees, and no problem for dryer, please remember that cotton is a natural fiber so if you dry it in the dryer don’t use too much heat.",,Italy
Noblesse Collection,flat sheet,Cording,600,270x310,"3,800",,Plain fabric Cotton Satin ,"Every item has been gutted by hand following the thread so it will be always straight after washing, and have a shrinkage margin so after washing will have the correct size.","These fabrics are top end lever quality, all the finishings and stitches are 100% made here in Italy, after 30 years of developments and improvements for the best quality. We are artisans so we check every item before packing. ",,,,"100% Egyptian cotton, satin or percale, weaved, dyed and finished 100% in Italy",,"Easily can wash light colors 40 - 60 degrees, and no problem for dryer, please remember that cotton is a natural fiber so if you dry it in the dryer don’t use too much heat.",,Italy
Noblesse Collection,flat sheet,Cording,600,300x310,"4,900",,Plain fabric Cotton Satin ,"Every item has been gutted by hand following the thread so it will be always straight after washing, and have a shrinkage margin so after washing will have the correct size.","These fabrics are top end lever quality, all the finishings and stitches are 100% made here in Italy, after 30 years of developments and improvements for the best quality. We are artisans so we check every item before packing. ",,,,"100% Egyptian cotton, satin or percale, weaved, dyed and finished 100% in Italy",,"Easily can wash light colors 40 - 60 degrees, and no problem for dryer, please remember that cotton is a natural fiber so if you dry it in the dryer don’t use too much heat.",,Italy
Noblesse Collection,flat sheet,Cording,600,330x310,"5,500",,Plain fabric Cotton Satin ,"Every item has been gutted by hand following the thread so it will be always straight after washing, and have a shrinkage margin so after washing will have the correct size.","These fabrics are top end lever quality, all the finishings and stitches are 100% made here in Italy, after 30 years of developments and improvements for the best quality. We are artisans so we check every item before packing. ",,,,"100% Egyptian cotton, satin or percale, weaved, dyed and finished 100% in Italy",,"Easily can wash light colors 40 - 60 degrees, and no problem for dryer, please remember that cotton is a natural fiber so if you dry it in the dryer don’t use too much heat.",,Italy
Noblesse Collection,pillow case,Cording,600,30x40,"1,000",,Plain fabric Cotton Satin ,"Every item has been gutted by hand following the thread so it will be always straight after washing, and have a shrinkage margin so after washing will have the correct size.","These fabrics are top end lever quality, all the finishings and stitches are 100% made here in Italy, after 30 years of developments and improvements for the best quality. We are artisans so we check every item before packing. ",,,,"100% Egyptian cotton, satin or percale, weaved, dyed and finished 100% in Italy",,"Easily can wash light colors 40 - 60 degrees, and no problem for dryer, please remember that cotton is a natural fiber so if you dry it in the dryer don’t use too much heat.",,Italy
Noblesse Collection,pillow case,Cording,600,50x70,"1,100",,Plain fabric Cotton Satin ,"Every item has been gutted by hand following the thread so it will be always straight after washing, and have a shrinkage margin so after washing will have the correct size.","These fabrics are top end lever quality, all the finishings and stitches are 100% made here in Italy, after 30 years of developments and improvements for the best quality. We are artisans so we check every item before packing. ",,,,"100% Egyptian cotton, satin or percale, weaved, dyed and finished 100% in Italy",,"Easily can wash light colors 40 - 60 degrees, and no problem for dryer, please remember that cotton is a natural fiber so if you dry it in the dryer don’t use too much heat.",,Italy
Noblesse Collection,pillow case,Cording,600,50x85,"1,200",,Plain fabric Cotton Satin ,"Every item has been gutted by hand following the thread so it will be always straight after washing, and have a shrinkage margin so after washing will have the correct size.","These fabrics are top end lever quality, all the finishings and stitches are 100% made here in Italy, after 30 years of developments and improvements for the best quality. We are artisans so we check every item before packing. ",,,,"100% Egyptian cotton, satin or percale, weaved, dyed and finished 100% in Italy",,"Easily can wash light colors 40 - 60 degrees, and no problem for dryer, please remember that cotton is a natural fiber so if you dry it in the dryer don’t use too much heat.",,Italy
Noblesse Collection,pillow case,Cording,600,65x65,"1,300",,Plain fabric Cotton Satin ,"Every item has been gutted by hand following the thread so it will be always straight after washing, and have a shrinkage margin so after washing will have the correct size.","These fabrics are top end lever quality, all the finishings and stitches are 100% made here in Italy, after 30 years of developments and improvements for the best quality. We are artisans so we check every item before packing. ",,,,"100% Egyptian cotton, satin or percale, weaved, dyed and finished 100% in Italy",,"Easily can wash light colors 40 - 60 degrees, and no problem for dryer, please remember that cotton is a natural fiber so if you dry it in the dryer don’t use too much heat.",,Italy
Noblesse Collection,duvet cover,Cording,1010,155x220/155x240,"12,700",,Plain fabric Cotton Satin ,"Every item has been gutted by hand following the thread so it will be always straight after washing, and have a shrinkage margin so after washing will have the correct size.","These fabrics are top end lever quality, all the finishings and stitches are 100% made here in Italy, after 30 years of developments and improvements for the best quality. We are artisans so we check every item before packing. ",,,,"100% Egyptian cotton, satin or percale, weaved, dyed and finished 100% in Italy",,"Easily can wash light colors 40 - 60 degrees, and no problem for dryer, please remember that cotton is a natural fiber so if you dry it in the dryer don’t use too much heat.",,Italy
Noblesse Collection,duvet cover,Cording,1010,200x200/200x220,"13,100",,Plain fabric Cotton Satin ,"Every item has been gutted by hand following the thread so it will be always straight after washing, and have a shrinkage margin so after washing will have the correct size.","These fabrics are top end lever quality, all the finishings and stitches are 100% made here in Italy, after 30 years of developments and improvements for the best quality. We are artisans so we check every item before packing. ",,,,"100% Egyptian cotton, satin or percale, weaved, dyed and finished 100% in Italy",,"Easily can wash light colors 40 - 60 degrees, and no problem for dryer, please remember that cotton is a natural fiber so if you dry it in the dryer don’t use too much heat.",,Italy
Noblesse Collection,duvet cover,Cording,1010,240x220,"13,700",,Plain fabric Cotton Satin ,"Every item has been gutted by hand following the thread so it will be always straight after washing, and have a shrinkage margin so after washing will have the correct size.","These fabrics are top end lever quality, all the finishings and stitches are 100% made here in Italy, after 30 years of developments and improvements for the best quality. We are artisans so we check every item before packing. ",,,,"100% Egyptian cotton, satin or percale, weaved, dyed and finished 100% in Italy",,"Easily can wash light colors 40 - 60 degrees, and no problem for dryer, please remember that cotton is a natural fiber so if you dry it in the dryer don’t use too much heat.",,Italy
